id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
7472,Male,74,1,49,0,1-2 Year,Yes,56875,15,72,0
7473,Female,38,1,13,1,> 2 Years,Yes,38984,11,61,1
7474,Male,72,1,32,1,> 2 Years,Yes,40907,46,21,1
7475,Male,76,1,48,0,< 1 Year,Yes,56537,71,279,0
7476,Male,58,1,23,0,1-2 Year,Yes,53290,127,180,1
7477,Female,50,1,23,1,< 1 Year,Yes,32946,158,146,1
7478,Male,37,1,30,0,< 1 Year,Yes,26586,142,44,1
7479,Female,50,1,6,1,< 1 Year,No,24168,40,72,0
7480,Male,57,1,7,1,< 1 Year,Yes,33476,119,180,1
7481,Male,52,1,47,0,> 2 Years,No,35688,70,9,1
7482,Male,51,1,30,1,1-2 Year,No,59968,46,45,0
7483,Male,79,1,37,0,> 2 Years,No,42220,72,196,0
7484,Male,53,0,48,0,> 2 Years,Yes,57011,36,88,1
7485,Male,44,1,32,0,1-2 Year,Yes,57194,56,130,1
7486,Female,36,0,6,1,1-2 Year,Yes,21646,140,76,1
7487,Male,60,1,35,0,> 2 Years,Yes,37020,77,204,1
7488,Female,22,1,32,1,1-2 Year,No,47259,19,60,0
7489,Male,46,1,12,0,1-2 Year,Yes,27436,150,25,1
7490,Female,73,1,4,0,> 2 Years,No,39579,12,254,0
7491,Male,27,0,32,0,< 1 Year,Yes,26891,32,253,1
7492,Male,73,1,35,1,> 2 Years,Yes,45406,38,232,1
7493,Male,76,1,48,1,< 1 Year,Yes,57517,38,120,1
7494,Male,72,1,16,1,> 2 Years,Yes,56917,80,162,0
7495,Female,57,1,15,0,> 2 Years,Yes,59337,12,178,1
7496,Male,30,0,41,0,1-2 Year,Yes,55433,101,215,0
7497,Male,46,1,2,1,> 2 Years,No,46109,46,92,1
7498,Female,22,1,6,0,> 2 Years,No,26983,80,52,1
7499,Male,75,1,14,0,1-2 Year,Yes,29041,69,82,1
7500,Female,75,1,41,0,> 2 Years,Yes,24387,71,96,1
7501,Male,76,1,29,1,1-2 Year,Yes,30959,26,62,0
7502,Female,29,1,42,1,> 2 Years,Yes,20772,77,184,1
7503,Male,76,1,26,0,1-2 Year,Yes,44306,46,39,1
7504,Male,30,1,18,1,1-2 Year,Yes,34990,145,39,1
7505,Male,39,1,47,1,< 1 Year,Yes,57374,126,284,0
7506,Female,57,1,4,0,< 1 Year,Yes,29279,135,165,1
7507,Male,32,1,37,0,> 2 Years,No,29195,106,219,1
7508,Male,30,1,38,1,1-2 Year,Yes,59850,64,191,1
7509,Female,18,1,25,1,1-2 Year,Yes,52408,119,249,1
7510,Female,71,1,47,0,1-2 Year,No,43921,109,45,1
7511,Female,55,1,29,1,< 1 Year,No,59631,125,86,0
7512,Female,60,1,34,1,1-2 Year,No,54692,119,299,1
7513,Male,62,1,16,1,1-2 Year,Yes,36827,53,151,1
7514,Male,70,1,37,0,> 2 Years,No,41878,142,63,1
7515,Female,69,1,30,0,1-2 Year,No,50865,37,102,0
7516,Female,18,1,23,1,> 2 Years,No,31013,13,200,0
7517,Male,28,1,36,1,> 2 Years,Yes,53035,72,167,1
7518,Male,75,1,28,0,< 1 Year,Yes,52107,52,62,0
7519,Female,60,1,1,1,> 2 Years,No,37889,101,255,0
7520,Male,57,1,8,1,< 1 Year,Yes,26137,148,182,1
7521,Male,39,1,42,1,1-2 Year,Yes,31961,68,233,1
7522,Male,52,1,15,0,< 1 Year,Yes,58097,129,130,1
7523,Male,77,1,34,1,1-2 Year,Yes,37666,111,249,1
7524,Female,68,1,19,1,1-2 Year,Yes,46552,75,3,0
7525,Male,61,1,44,0,> 2 Years,Yes,21076,81,211,1
7526,Female,23,1,30,0,> 2 Years,No,45484,40,237,0
7527,Male,45,1,10,0,> 2 Years,Yes,57348,148,263,1
7528,Male,48,1,44,1,1-2 Year,Yes,41906,35,3,1
7529,Female,72,1,27,0,> 2 Years,No,22468,79,61,1
7530,Male,25,1,20,1,> 2 Years,Yes,45292,141,61,0
7531,Male,22,1,25,1,< 1 Year,Yes,31353,90,10,0
7532,Male,59,1,9,1,< 1 Year,Yes,51301,151,227,0
7533,Male,71,1,40,1,< 1 Year,Yes,52346,13,269,1
7534,Male,65,1,34,1,1-2 Year,No,55595,48,226,0
7535,Female,61,1,21,0,> 2 Years,No,27663,50,245,0
7536,Female,34,1,24,1,> 2 Years,Yes,36817,109,19,0
7537,Female,55,0,7,0,1-2 Year,Yes,57422,78,212,0
7538,Male,26,1,4,0,> 2 Years,Yes,22413,52,62,1
7539,Male,27,1,8,0,> 2 Years,Yes,54191,98,195,1
7540,Male,37,1,13,1,> 2 Years,Yes,59106,116,83,1
7541,Male,31,0,21,0,< 1 Year,No,27157,93,31,0
7542,Male,31,1,35,1,1-2 Year,Yes,55049,27,42,1
7543,Male,43,1,5,1,1-2 Year,Yes,34125,77,219,1
7544,Female,46,1,8,0,> 2 Years,Yes,22646,67,267,1
7545,Male,66,1,2,1,> 2 Years,Yes,56927,103,239,1
7546,Male,79,1,24,1,< 1 Year,Yes,57341,102,296,1
7547,Female,44,1,42,0,< 1 Year,Yes,55760,59,201,1
7548,Male,42,1,16,1,> 2 Years,No,40157,80,162,1
7549,Female,33,1,4,1,1-2 Year,Yes,40432,159,251,1
7550,Female,53,1,30,0,< 1 Year,Yes,45269,86,209,1
7551,Female,51,1,46,0,< 1 Year,Yes,41940,131,176,1
7552,Male,33,1,30,1,< 1 Year,No,57102,69,108,1
7553,Female,50,1,35,1,1-2 Year,Yes,50671,79,102,1
7554,Male,20,1,42,1,1-2 Year,No,22597,15,287,0
7555,Female,40,0,13,0,> 2 Years,Yes,23405,155,47,0
7556,Male,28,0,37,1,> 2 Years,No,46714,77,48,0
7557,Male,65,1,49,0,< 1 Year,Yes,37058,146,178,1
7558,Male,75,1,49,1,< 1 Year,Yes,57203,10,291,1
7559,Male,35,0,11,1,1-2 Year,No,47845,128,36,0
7560,Female,64,1,19,1,1-2 Year,Yes,48121,158,218,1
7561,Female,58,1,18,0,> 2 Years,Yes,20454,57,127,1
7562,Female,61,1,17,1,1-2 Year,Yes,54149,3,52,1
7563,Male,46,1,11,0,< 1 Year,No,45419,63,280,1
7564,Female,76,1,15,0,> 2 Years,Yes,54064,69,262,1
7565,Male,67,1,8,1,> 2 Years,Yes,38324,98,28,1
7566,Female,22,1,44,1,< 1 Year,Yes,50196,125,45,1
7567,Female,41,1,29,1,< 1 Year,Yes,32357,55,78,1
7568,Male,46,0,17,1,1-2 Year,Yes,48462,58,39,0
7569,Female,46,1,26,0,< 1 Year,Yes,58709,62,139,1
7570,Male,77,1,5,1,1-2 Year,Yes,53800,7,204,1
7571,Male,43,1,4,1,> 2 Years,Yes,49698,19,249,0
7572,Male,57,1,24,0,< 1 Year,No,53036,118,178,1
7573,Male,20,1,11,1,> 2 Years,Yes,47653,19,162,1
7574,Female,19,1,30,1,> 2 Years,Yes,36768,81,291,1
7575,Male,42,1,40,1,< 1 Year,No,25353,149,116,0
7576,Male,36,0,48,1,1-2 Year,Yes,24996,107,245,0
7577,Male,57,1,48,0,> 2 Years,Yes,54369,1,279,1
7578,Female,19,1,35,0,< 1 Year,Yes,45557,82,129,1
7579,Female,36,0,44,0,< 1 Year,No,30335,24,160,0
7580,Female,18,1,45,0,1-2 Year,No,52253,158,98,0
7581,Female,79,1,33,1,> 2 Years,No,55368,155,182,0
7582,Male,44,0,36,0,1-2 Year,Yes,47569,27,114,0
7583,Male,71,1,21,1,< 1 Year,No,26150,67,197,1
7584,Male,62,1,38,0,> 2 Years,Yes,46900,117,216,1
7585,Male,72,1,5,1,> 2 Years,No,40404,4,141,1
7586,Female,69,1,5,0,> 2 Years,Yes,28384,128,223,1
7587,Male,66,1,21,1,> 2 Years,Yes,22207,129,46,0
7588,Female,52,1,25,0,1-2 Year,Yes,56447,44,33,0
7589,Male,58,1,10,0,> 2 Years,Yes,25577,109,41,1
7590,Male,22,1,19,1,< 1 Year,Yes,24342,90,216,1
7591,Male,55,1,32,1,> 2 Years,Yes,56869,103,1,0
7592,Female,21,1,18,1,1-2 Year,Yes,20552,4,265,0
7593,Female,34,1,34,1,> 2 Years,Yes,27113,133,187,1
7594,Female,79,1,48,1,> 2 Years,Yes,54071,125,121,1
7595,Male,70,1,15,1,1-2 Year,Yes,39434,52,88,1
7596,Female,38,1,24,1,> 2 Years,No,52676,11,26,0
7597,Male,70,1,5,0,> 2 Years,Yes,34441,131,39,1
7598,Male,65,1,32,1,< 1 Year,Yes,42024,18,150,1
7599,Female,48,0,9,1,< 1 Year,Yes,47261,30,225,0
7600,Male,65,1,5,1,> 2 Years,No,25186,94,99,0
7601,Female,39,1,5,1,> 2 Years,Yes,48725,145,25,0
7602,Male,28,1,41,0,1-2 Year,Yes,43892,80,110,1
7603,Male,51,1,41,1,< 1 Year,No,58021,33,101,0
7604,Female,66,1,34,1,> 2 Years,Yes,41459,111,123,1
7605,Male,32,1,7,1,< 1 Year,Yes,44620,66,266,1
7606,Female,67,1,26,1,1-2 Year,Yes,49920,133,208,1
7607,Male,78,0,1,0,1-2 Year,Yes,39283,3,109,0
7608,Female,27,0,34,0,1-2 Year,Yes,30410,104,29,1
7609,Male,55,1,26,1,> 2 Years,Yes,53217,142,260,1
7610,Male,49,1,32,0,1-2 Year,No,44942,122,68,0
7611,Male,70,1,12,1,< 1 Year,Yes,20310,133,79,1
7612,Male,65,1,6,1,1-2 Year,Yes,57540,60,255,1
7613,Female,48,1,20,0,1-2 Year,Yes,34539,83,132,1
7614,Male,54,1,19,0,> 2 Years,Yes,41775,75,13,1
7615,Male,61,1,16,1,1-2 Year,Yes,20254,7,178,1
7616,Male,45,1,4,0,> 2 Years,No,32416,141,53,1
7617,Male,48,1,32,0,> 2 Years,Yes,36734,115,56,1
7618,Female,23,1,18,1,1-2 Year,Yes,52100,153,55,1
7619,Female,31,1,5,1,> 2 Years,No,31386,112,289,1
7620,Male,75,1,6,1,< 1 Year,Yes,56512,140,69,0
7621,Female,40,1,14,1,> 2 Years,Yes,55648,31,240,1
7622,Male,33,1,49,1,< 1 Year,Yes,56146,15,58,1
7623,Male,42,1,18,1,< 1 Year,Yes,47808,97,292,0
7624,Female,56,1,10,1,> 2 Years,Yes,30754,11,269,1
7625,Male,19,1,23,1,< 1 Year,Yes,29787,103,135,0
7626,Female,55,1,18,1,< 1 Year,Yes,34802,9,57,0
7627,Female,58,1,4,0,< 1 Year,No,46283,52,137,1
7628,Male,56,1,32,1,1-2 Year,Yes,47001,140,282,0
7629,Female,51,1,47,0,< 1 Year,No,50175,83,23,1
7630,Female,68,1,6,0,1-2 Year,Yes,29134,12,184,1
7631,Male,57,1,26,1,> 2 Years,No,41034,88,154,0
7632,Female,60,1,6,0,1-2 Year,Yes,26958,73,116,1
7633,Male,42,1,35,0,< 1 Year,Yes,51237,140,75,0
7634,Female,53,1,41,0,> 2 Years,Yes,41691,109,77,1
7635,Female,33,1,43,1,> 2 Years,No,56772,37,52,0
7636,Male,74,1,5,1,1-2 Year,Yes,48620,133,189,1
7637,Male,35,1,14,1,> 2 Years,Yes,35733,9,272,0
7638,Female,30,0,2,1,< 1 Year,Yes,59429,148,148,0
7639,Male,76,1,40,1,> 2 Years,Yes,40253,70,96,0
7640,Male,54,1,13,1,< 1 Year,Yes,59012,114,252,0
7641,Male,44,0,5,0,1-2 Year,Yes,55035,126,73,0
7642,Male,51,1,47,1,< 1 Year,Yes,38569,141,132,1
7643,Male,28,1,36,0,> 2 Years,No,41147,80,298,0
7644,Male,18,1,36,0,1-2 Year,Yes,22309,133,111,1
7645,Male,30,1,19,1,> 2 Years,Yes,34615,118,138,1
7646,Female,47,1,20,1,> 2 Years,Yes,49100,81,56,1
7647,Male,22,1,22,1,> 2 Years,Yes,31637,62,203,0
7648,Male,35,1,31,0,< 1 Year,Yes,40950,10,220,1
7649,Male,31,1,41,0,> 2 Years,No,28131,158,190,1
7650,Male,30,1,47,0,1-2 Year,Yes,54060,7,140,1
7651,Male,49,1,44,1,1-2 Year,Yes,33574,139,40,1
7652,Male,24,1,4,1,1-2 Year,No,46400,51,248,1
7653,Male,25,0,3,1,< 1 Year,No,42839,64,226,0
7654,Female,67,1,37,1,> 2 Years,Yes,48900,31,36,1
7655,Female,24,1,25,1,> 2 Years,No,48615,112,39,0
7656,Female,69,1,49,0,1-2 Year,Yes,43853,1,12,1
7657,Female,66,1,37,1,1-2 Year,Yes,56626,89,254,0
7658,Female,33,1,4,1,> 2 Years,No,21123,92,1,1
7659,Male,60,1,39,1,1-2 Year,No,49089,51,84,0
7660,Female,48,1,7,0,> 2 Years,Yes,29406,93,164,1
7661,Male,68,1,7,1,> 2 Years,Yes,34405,150,166,1
7662,Female,44,1,49,0,1-2 Year,No,55578,46,259,0
7663,Female,77,1,25,1,> 2 Years,Yes,31775,145,178,1
7664,Male,50,1,15,1,> 2 Years,Yes,35094,13,173,1
7665,Male,70,1,7,0,> 2 Years,No,38225,80,148,1
7666,Male,46,1,47,0,< 1 Year,Yes,26444,123,238,1
7667,Female,25,1,4,1,> 2 Years,Yes,33390,115,174,0
7668,Female,50,1,34,1,< 1 Year,Yes,26984,76,139,1
7669,Female,79,1,45,1,> 2 Years,Yes,33558,113,30,1
7670,Male,58,1,44,1,1-2 Year,Yes,42844,39,60,0
7671,Female,36,1,42,1,< 1 Year,Yes,52186,19,180,1
7672,Male,38,1,19,0,> 2 Years,Yes,41661,61,20,1
7673,Female,58,1,47,1,1-2 Year,No,39629,96,110,0
7674,Male,38,1,49,1,1-2 Year,Yes,56861,133,286,0
7675,Male,42,0,38,0,< 1 Year,No,37142,57,204,1
7676,Male,59,1,27,0,1-2 Year,Yes,40547,47,268,1
7677,Female,73,0,5,0,< 1 Year,Yes,30386,79,295,0
7678,Female,40,1,13,0,< 1 Year,No,30707,1,66,1
7679,Male,28,1,46,1,< 1 Year,Yes,30244,35,215,0
7680,Male,50,0,14,0,< 1 Year,Yes,49256,159,176,0
7681,Female,37,1,30,1,1-2 Year,No,57075,148,269,0
7682,Male,42,1,47,1,1-2 Year,Yes,44120,47,18,0
7683,Female,43,1,48,0,1-2 Year,Yes,28638,24,147,1
7684,Male,57,1,10,0,1-2 Year,No,30608,40,155,1
7685,Male,69,1,32,1,> 2 Years,Yes,50778,74,30,1
7686,Female,29,1,1,0,< 1 Year,Yes,20122,78,129,1
7687,Female,49,1,24,0,> 2 Years,No,40858,126,136,1
7688,Male,50,1,29,0,> 2 Years,No,58640,93,63,1
7689,Male,27,1,43,0,< 1 Year,Yes,34297,120,150,1
7690,Female,21,1,7,0,1-2 Year,Yes,25771,138,148,1
7691,Male,32,1,31,0,1-2 Year,No,35252,117,142,0
7692,Female,68,0,17,1,< 1 Year,Yes,26649,2,147,0
7693,Male,23,1,30,0,< 1 Year,Yes,43190,23,295,1
7694,Male,44,1,25,1,> 2 Years,Yes,40883,82,93,1
7695,Female,22,1,28,0,1-2 Year,Yes,25078,139,294,1
7696,Female,22,1,36,0,1-2 Year,Yes,32848,101,26,1
7697,Male,35,1,7,1,> 2 Years,No,35022,125,177,1
7698,Female,45,1,35,0,> 2 Years,Yes,42782,97,100,1
7699,Male,52,1,20,0,1-2 Year,Yes,33515,63,20,1
7700,Male,76,1,14,1,1-2 Year,Yes,41666,36,153,1
7701,Female,39,1,30,0,> 2 Years,Yes,47511,89,136,1
7702,Female,51,1,1,1,1-2 Year,Yes,37783,23,111,1
7703,Female,21,1,38,0,> 2 Years,Yes,46926,63,104,0
7704,Male,35,1,41,0,< 1 Year,No,24340,33,128,1
7705,Male,58,1,25,0,< 1 Year,No,29244,19,21,1
7706,Male,68,1,34,1,1-2 Year,Yes,24294,23,203,1
7707,Male,43,1,8,1,> 2 Years,No,34388,110,175,0
7708,Female,59,1,20,1,> 2 Years,Yes,45692,86,90,0
7709,Male,39,1,30,1,1-2 Year,No,26583,4,71,1
7710,Female,64,1,4,1,1-2 Year,No,39672,97,141,1
7711,Male,50,1,21,1,< 1 Year,Yes,44163,84,240,1
7712,Male,78,1,27,1,> 2 Years,Yes,57999,128,88,1
7713,Male,60,1,10,1,1-2 Year,Yes,37855,96,152,1
7714,Male,31,1,23,0,> 2 Years,Yes,57846,112,226,1
7715,Male,48,1,33,1,> 2 Years,Yes,31926,143,39,0
7716,Female,27,1,11,1,< 1 Year,Yes,54077,121,196,0
7717,Male,68,0,41,0,> 2 Years,Yes,41719,17,84,0
7718,Female,41,1,19,1,1-2 Year,Yes,57839,150,205,1
7719,Male,38,1,11,1,< 1 Year,No,49782,25,57,0
7720,Female,65,1,4,0,> 2 Years,Yes,48389,14,151,0
7721,Male,25,1,23,1,1-2 Year,Yes,41621,110,172,1
7722,Female,49,1,5,1,> 2 Years,Yes,32009,50,77,1
7723,Male,48,1,49,1,< 1 Year,Yes,30258,30,164,1
7724,Female,51,1,5,0,1-2 Year,Yes,56915,22,56,1
7725,Female,40,1,18,0,> 2 Years,No,47374,83,169,1
7726,Male,42,1,17,0,> 2 Years,Yes,29721,102,75,1
7727,Male,24,1,3,0,> 2 Years,Yes,38936,4,144,1
7728,Male,36,0,43,1,1-2 Year,Yes,47781,72,273,0
7729,Female,24,1,49,1,< 1 Year,No,44315,45,159,0
7730,Male,64,1,8,1,> 2 Years,Yes,24985,116,200,1
7731,Male,25,1,40,0,< 1 Year,No,43867,74,269,0
7732,Male,31,1,23,0,> 2 Years,Yes,26492,114,151,1
7733,Male,18,1,23,1,< 1 Year,No,51371,28,261,0
7734,Female,78,1,2,1,< 1 Year,Yes,59077,85,259,0
7735,Male,30,1,39,1,1-2 Year,Yes,54956,65,127,1
7736,Female,20,1,21,1,1-2 Year,No,49179,98,298,0
7737,Female,70,1,24,1,> 2 Years,Yes,32315,139,298,1
7738,Male,45,1,38,0,> 2 Years,Yes,31268,144,281,1
7739,Female,55,0,20,1,1-2 Year,Yes,21197,95,96,0
7740,Male,68,1,39,0,< 1 Year,Yes,29005,155,80,1
7741,Female,32,1,27,1,> 2 Years,No,58736,81,75,0
7742,Male,53,1,44,1,> 2 Years,No,52963,80,152,0
7743,Female,70,1,39,1,1-2 Year,Yes,26727,1,105,1
7744,Male,20,1,7,0,< 1 Year,Yes,48761,30,88,1
7745,Male,21,1,33,1,1-2 Year,Yes,29676,123,126,0
7746,Male,22,1,29,0,> 2 Years,Yes,59091,151,46,1
7747,Male,67,1,10,0,1-2 Year,Yes,53830,27,65,1
7748,Female,43,1,10,1,> 2 Years,Yes,30822,101,140,1
7749,Male,42,1,12,1,< 1 Year,No,52844,80,87,1
7750,Female,27,0,3,1,> 2 Years,Yes,39244,88,264,0
7751,Male,25,1,3,1,< 1 Year,No,39207,156,268,0
7752,Female,29,1,13,0,1-2 Year,Yes,23201,158,81,1
7753,Male,71,1,45,0,1-2 Year,Yes,42429,88,222,1
7754,Male,75,1,31,0,> 2 Years,Yes,25648,95,235,1
7755,Male,76,1,27,1,< 1 Year,Yes,28741,130,77,0
7756,Female,20,1,6,0,> 2 Years,No,56674,71,125,1
7757,Male,44,1,27,1,> 2 Years,No,49752,112,265,0
7758,Female,67,1,35,1,< 1 Year,Yes,31424,87,119,0
7759,Female,40,1,47,1,> 2 Years,Yes,25981,93,284,0
7760,Male,57,1,9,1,> 2 Years,Yes,58350,35,210,0
7761,Female,75,1,6,0,> 2 Years,Yes,27517,94,170,1
7762,Male,50,1,6,1,> 2 Years,Yes,59231,157,289,0
7763,Male,31,0,40,1,> 2 Years,No,44934,159,65,0
7764,Female,71,1,26,1,1-2 Year,Yes,38415,114,192,1
7765,Female,40,1,43,0,> 2 Years,Yes,39975,79,122,1
7766,Female,48,1,19,0,> 2 Years,No,36165,16,211,1
7767,Male,30,1,16,1,1-2 Year,Yes,39488,8,4,1
7768,Male,74,1,41,0,1-2 Year,Yes,40911,61,7,1
7769,Male,29,1,23,1,> 2 Years,No,39808,92,112,1
7770,Female,52,1,11,0,1-2 Year,Yes,46698,40,93,1
7771,Male,35,1,16,1,> 2 Years,Yes,43402,85,253,1
7772,Female,38,0,29,1,1-2 Year,Yes,27538,27,264,0
7773,Male,62,1,38,1,> 2 Years,No,24622,85,261,1
7774,Male,64,1,49,1,1-2 Year,Yes,20521,156,63,1
7775,Male,59,1,48,1,> 2 Years,Yes,41907,124,171,0
7776,Male,18,1,20,1,< 1 Year,Yes,31361,119,88,1
7777,Male,78,1,21,1,> 2 Years,Yes,32500,29,145,1
7778,Female,55,1,28,0,1-2 Year,No,25165,125,239,1
7779,Female,58,1,33,0,> 2 Years,Yes,55319,119,34,1
7780,Male,59,1,40,0,1-2 Year,Yes,31495,24,264,1
7781,Male,64,1,26,0,< 1 Year,Yes,22176,85,249,1
7782,Male,26,1,10,1,1-2 Year,No,35805,128,130,1
7783,Female,40,1,34,1,> 2 Years,Yes,53746,136,287,1
7784,Male,31,1,9,1,> 2 Years,Yes,39207,82,111,0
7785,Female,28,1,36,0,1-2 Year,Yes,49224,147,58,1
7786,Male,24,1,11,0,> 2 Years,No,44401,26,256,0
7787,Male,48,1,10,1,> 2 Years,No,45216,70,4,1
7788,Female,41,1,46,1,1-2 Year,Yes,48782,26,204,0
7789,Male,43,1,7,1,> 2 Years,Yes,48896,92,119,1
7790,Male,47,1,38,1,1-2 Year,Yes,35552,37,80,1
7791,Male,51,1,16,1,< 1 Year,Yes,20387,89,22,1
7792,Male,63,1,26,1,> 2 Years,Yes,22896,95,209,1
7793,Male,55,1,32,1,< 1 Year,Yes,39710,6,186,1
7794,Female,22,1,31,1,1-2 Year,Yes,45525,159,271,0
7795,Female,22,1,32,0,> 2 Years,No,54089,65,148,1
7796,Male,78,1,45,1,> 2 Years,No,29772,104,287,1
7797,Female,36,1,12,1,< 1 Year,Yes,42116,137,242,0
7798,Male,68,1,27,0,1-2 Year,Yes,32697,149,222,1
7799,Male,55,0,22,0,> 2 Years,Yes,22842,67,182,1
7800,Male,45,1,15,1,> 2 Years,Yes,53688,133,187,0
7801,Male,43,1,8,1,> 2 Years,Yes,45372,37,246,0
7802,Male,78,1,4,1,< 1 Year,No,26509,77,254,1
7803,Female,59,1,8,0,> 2 Years,No,34801,29,219,1
7804,Male,40,1,23,1,< 1 Year,No,53113,92,132,0
7805,Male,63,0,16,0,> 2 Years,Yes,21715,49,196,1
7806,Male,66,1,48,1,< 1 Year,No,41076,153,67,1
7807,Female,47,1,34,1,> 2 Years,No,50100,138,263,1
7808,Female,20,1,22,1,< 1 Year,Yes,21159,98,295,0
7809,Male,45,1,49,0,> 2 Years,No,20321,15,227,1
7810,Male,50,1,23,0,< 1 Year,No,34561,158,292,1
7811,Male,59,1,5,0,1-2 Year,No,22065,55,51,1
7812,Male,20,1,37,1,> 2 Years,Yes,51568,55,292,0
7813,Male,22,0,44,0,< 1 Year,Yes,43380,142,111,0
7814,Male,74,1,7,0,< 1 Year,No,28786,111,220,1
7815,Male,36,1,37,1,< 1 Year,Yes,25434,61,288,1
7816,Male,59,1,26,1,< 1 Year,No,28313,5,236,0
7817,Male,79,1,28,0,< 1 Year,Yes,52159,6,206,1
7818,Female,75,1,4,0,1-2 Year,No,44586,141,163,1
7819,Female,74,1,49,1,> 2 Years,Yes,58865,13,123,0
7820,Male,65,1,32,1,> 2 Years,Yes,59324,46,128,1
7821,Male,18,1,38,1,< 1 Year,No,46434,97,116,0
7822,Male,55,1,46,0,< 1 Year,Yes,52241,128,190,1
7823,Male,26,1,9,1,> 2 Years,Yes,36771,151,177,0
7824,Female,77,0,36,1,1-2 Year,No,20219,149,12,1
7825,Male,22,1,26,1,< 1 Year,Yes,29352,72,72,1
7826,Female,76,1,11,0,1-2 Year,Yes,44326,34,109,1
7827,Female,63,1,20,0,< 1 Year,No,47042,53,146,0
7828,Male,59,0,48,1,< 1 Year,Yes,53198,31,198,0
7829,Male,51,1,48,1,> 2 Years,Yes,32606,84,261,1
7830,Male,54,1,48,1,< 1 Year,No,47912,88,109,1
7831,Male,50,1,38,0,> 2 Years,Yes,32562,127,87,1
7832,Male,42,1,15,1,> 2 Years,No,37817,75,89,1
7833,Male,59,0,35,0,> 2 Years,Yes,45773,154,263,1
7834,Female,46,1,9,0,1-2 Year,Yes,29527,142,299,1
7835,Male,75,1,33,1,< 1 Year,Yes,41162,84,197,1
7836,Male,42,0,11,0,1-2 Year,Yes,31677,100,287,0
7837,Female,71,1,22,0,1-2 Year,No,57415,153,147,1
7838,Female,76,1,6,1,> 2 Years,Yes,27651,103,115,0
7839,Male,26,1,37,0,< 1 Year,Yes,48854,74,44,1
7840,Female,79,1,21,1,> 2 Years,No,53209,69,114,0
7841,Male,20,1,12,1,> 2 Years,No,58686,68,291,0
7842,Male,32,1,7,1,> 2 Years,No,53257,113,171,1
7843,Male,21,1,2,1,1-2 Year,Yes,23020,148,249,0
7844,Male,62,1,39,1,> 2 Years,Yes,48637,126,128,1
7845,Female,55,1,41,0,> 2 Years,Yes,40152,43,73,0
7846,Female,37,0,24,1,< 1 Year,Yes,30318,133,216,0
7847,Female,66,1,26,1,< 1 Year,Yes,41688,93,146,1
7848,Male,40,1,25,0,1-2 Year,Yes,49282,110,172,1
7849,Male,54,1,20,1,1-2 Year,No,41378,86,181,0
7850,Male,79,1,40,0,< 1 Year,Yes,38076,45,102,1
7851,Male,64,1,41,0,< 1 Year,Yes,23543,108,290,1
7852,Female,25,1,42,0,< 1 Year,No,47222,71,161,1
7853,Female,74,1,44,0,> 2 Years,Yes,22376,150,260,1
7854,Male,54,1,2,1,1-2 Year,No,46113,41,212,0
7855,Male,73,1,42,1,> 2 Years,No,20398,58,218,1
7856,Male,62,1,35,1,1-2 Year,Yes,28159,28,171,1
7857,Male,50,1,33,1,> 2 Years,Yes,58646,55,295,1
7858,Male,50,1,17,1,1-2 Year,Yes,40124,51,32,0
7859,Male,24,1,22,1,> 2 Years,No,43847,36,240,1
7860,Male,39,1,1,1,1-2 Year,Yes,25433,6,115,1
7861,Male,22,1,37,0,< 1 Year,Yes,41830,51,88,1
7862,Male,63,1,30,1,> 2 Years,Yes,38650,122,13,1
7863,Male,32,1,46,1,> 2 Years,Yes,26814,53,12,1
7864,Female,38,1,6,1,1-2 Year,No,21661,139,125,1
7865,Male,79,1,41,1,> 2 Years,No,52448,145,142,0
7866,Female,42,1,14,1,1-2 Year,Yes,30538,46,13,1
7867,Male,34,1,36,1,1-2 Year,Yes,22202,82,176,1
7868,Male,73,1,33,1,> 2 Years,Yes,21653,77,61,1
7869,Male,67,0,38,1,1-2 Year,No,47612,41,165,0
7870,Male,24,1,39,0,1-2 Year,Yes,21026,51,132,1
7871,Female,71,1,6,0,1-2 Year,No,44220,11,196,1
7872,Male,75,1,26,1,1-2 Year,Yes,36360,51,232,1
7873,Female,67,1,24,0,< 1 Year,Yes,24966,27,185,1
7874,Female,77,1,33,0,< 1 Year,Yes,22035,49,272,1
7875,Male,78,0,8,1,> 2 Years,Yes,20652,16,39,1
7876,Male,36,1,44,1,1-2 Year,No,51584,50,82,0
7877,Female,69,1,43,1,< 1 Year,Yes,20848,143,272,1
7878,Male,24,1,34,1,> 2 Years,No,59802,14,175,0
7879,Female,57,0,34,1,< 1 Year,No,36323,26,218,0
7880,Male,62,1,24,1,< 1 Year,No,43712,40,23,0
7881,Male,76,1,2,1,> 2 Years,Yes,59429,18,120,0
7882,Male,67,1,8,1,> 2 Years,Yes,42975,154,112,1
7883,Male,41,1,25,0,< 1 Year,Yes,33293,110,112,1
7884,Female,28,1,30,1,> 2 Years,No,51738,146,194,0
7885,Male,58,1,32,1,> 2 Years,Yes,44389,1,166,0
7886,Female,72,1,30,0,> 2 Years,Yes,39378,16,5,1
7887,Male,18,1,7,1,1-2 Year,No,38754,101,208,0
